Text,Action,Action_number,Label
Also with WNBA champ with the Seattle Storm. And there's Juan Harris out of the timeout. Bill Self was always so effective with those play calls.,No action,0,0
Have really become a 3 point heavy team and Damian Williams in Arkansas playing as good as really any big guy in this league right now.,No action,0,0
And Kerry puts it high off the window and it rattles home largest lead of the game for Georgetown at 4.,No action,0,0
"I don't always have to leave, but when you when you have two bigs that can cancel each other out, you gotta find other ways to score, especially if you're trying to come from behind.",No action,0,0
Not amount bird Academy? Here's kauluma with 10 on the timer. Tough shot.,No action,0,0
Carnick can't dribble the ball against this defense. It's just too good. You gotta pass it.,No action,0,0
Caleb loves splitting through defenders. You did he go down hard? On the other end.,No action,0,0
Folkerson harassed and they gonna steal from down low. The help came from Hassan Tiara on the weak side.,No action,0,0
"More likely, the trap starts to come, takes it middle. Chandler runs circles. Here's pal. And it's ripped down by Coleman.",No action,0,0
"And still no clock. Brenner back on the bench, so there's been a high ankle sprain. They this is rare. He's impossible that deep.",No action,0,0
"Now Beard running out of real estate three to shoot for Harris, Harris for three and he missed it all. A shot clock violation for the Hoyas.",No action,0,0
"Games against Quad one teams, they're going to the NCAA tournament. They're dangerous once they get there.",No action,0,0
Low center gravity. Clark. Shedrick the tap and he's found.,No action,0,0
"Underrated, underappreciated. Whatever the term is, you know this is someone who is capable of playing at the next level. Now he's down the lane into the paint and fouled.",No action,0,0
"And it's controlled by the Rusu, quickly up ahead to Alexander Alexander Nifty passed the Champagne. You know that we're taking a chance that they could have run the clock down for the end of the half.",No action,0,0
Faluma travel walk. Yeah.,No action,0,0
"Yeah, they think they well, Joe Lunardi has Mississippi State as one of the first four out.",No action,0,0
You know the start of the month of February and it's go time for those guys. They're gonna get signature wins. This team has a NCAA tournament expectations. They start with it. Kihei Clark begins the second-half how he ended the first with the baseline float.,No action,0,0
Shots. The second one from that corner. His 13 points came in averaging 4. Ellis again. And big cut there for the rebound. I'll tell you what these.,No action,0,0
"So he gets a chance to be at home, see his family more often and you can see the way he's playing with the comfort level. But that's a 40 and there's another block 8.",No action,0,0
Andrew Jones left his three short.,No action,0,0
And nobody looking to attack. Now the hard.,No action,0,0
"How will Auburn respond to this first initial punch from Alabama? Johnson, Kessler, and we're gonna get a push from behind on miles.",No action,0,0
Gardner on the face up working on Bickerstaff falling away short.,No action,0,0
"Faking guys stepping back, mid range jumpers now trade Jackson puts it in from distance.",No action,0,0
"In North Carolina, has numbers carried down to the backcourt. Black. Back for Davis, a good look and yes, knocks down A3.",No action,0,0
Kids are winner. Three time national champion at Northwest Missouri states. We forgot to guard his guy there.,No action,0,0
"Got a late double nobody, dove. And Emhardt left open pretty good. Good ball movement, extra pass. Get the puppies organized.",No action,0,0
"If Iowa State can pull off the win, it'll be a tie atop the Big 12 standings between KSU and Baylor.",No action,0,0
"It's back in there for the final two. You know, the tolu Smith. Yeah, that this is, you know, you hope it's on reminiscent. I mean that that totally Smith injury 10 days ago happened in the last couple.",No action,0,0
And that's really hard action to guard. Off the window every time they.,No action,0,0
It's a pull up three quick shot from Warren.,No action,0,0
Guard trying to handle Iverson. Molinar he he went underneath the screen and all it did was allow Mullinar to get his shoulders turned to the rim. Then he's going to win that battle.,No action,0,0
"To roll all the way to the basket so he just pops out and makes himself open and had to shoot it. Here's Harris again, what 1/2 he's having and a layup at the other end and he has been a nightmare for cyclone. Yes, he has.",No action,0,0
"John saw lane. It was open for a moment, trying to choose it in rebound, yanked away by a dinosaurs. He's on the run once.",No action,0,0
"Seven makes in the first half, just one or two in this. So they're closing out stronger, harder. The Liberal turnovers clearly though, and up front to Bailey, got hacked hard.",No action,0,0
"Five on the shot clock, kelcher. He'll shoot it.",No action,0,0
Things OK? Siegler is already waiting to check in. Less than two minutes into this happened. Was he sitting there as soon as the ball got put in? Or did Rick Martin sent him down there for a reason? Goes he's ready. And Josiah Jordan James.,No action,0,0
"I think he's the best on ball defender that I've seen. He finds Armand Franklin, who gets a jumper to go, and we're level at 4.",No action,0,0
"Off the window again, but it's no basket. Christian Brown called for the offensive foul.",No action,0,0
"You can get this back down to single digits. Instead. Jamie Warren says. No, you won't.",No action,0,0
"But so far they have handled the defensive pressure of the Iowa State Cyclones. Here's McCormick, perfect from the field and maintains amazing.",No action,0,0
21 Gary off the great game. Jamari Smith knocked that away. 2 On the shot clock. Ellis opened for a three. That's no good. No rebound. Flanagan.,No action,0,0
"UConn just three of 13 to start. Nice cut, but O'Connell stole it.",No action,0,0
"On four, giving North Carolina the easy buck. Big cat shows up whistle here and he's gotten there 11 point.",No action,0,0
"Here's Gordon. And now the open 3 from Wade Taylor, the 4th, the true freshman is a gun.",No action,0,0
Little sloppy now. Tyrese Radford coming the other way. Stepped right around Ziegler. Nice move.,No action,0,0
"Car. Now, once again, the tech defense.",No action,0,0
Car on the drive. Tough shot. Can't get it to fall.,No action,0,0
"The Errol grandson, his defensive stands now. I think he's ready. Beakman where the dump off for Gardner?",No action,0,0
Paul's haven't scored in 2 1/2 minutes. Good Aggie ball movement.,No action,0,0
"Really. From the opening tip, is that 17 points for him already this past 17? I mean we're talking about mom and Dad and son in South Carolina saying uncle because Garrison Brooks.",No action,0,0
"And they get beat to the rim on the other end and let them lay it in within three or four seconds. I Frank Martin, as good as they've been the last three, will not be pleased at all at halftime.",No action,0,0
"11 Second chance points for the pirates. Harris on the drive, scooping it off the window and that ends up 4 minute scoring drop for Georgetown.",No action,0,0
"Yeah, I think it's one of the top five performances by an opposing player in Rupp Arena, and Molnar comes into this ball game now with 21 straight double figures game.",No action,0,0
"Three-game win streak coming here to Louisville. Manic again, feeling it but short on that one.",No action,0,0
"Automatic switching out here, I would take Sanogo. How about this kid with a little hide and seek Sanogo not communicating with Martin and making them pay dearly?",No action,0,0
From the charity strike that's fourth best in the big. Watson missed them both.,No action,0,0
"Numbers. Well, I'm sorry, I thought it was numbers. You had two noble players down, but you got two guys back. Follow his up, man. Good manic right there.",No action,0,0
Brockington lost it kalcher. Coming up on a minute to go. The rebound of Wilson.,No action,0,0
Old house with a win tonight and 18 and three overall. 10 point Kansas lead and Harris gets fouled. He'll go to the line.,No action,0,0
"Everything has to go right for them. It's going left, Brockington. In and out. About as close as you can get to knocking one down.",No action,0,0
He has all that space to operate and another beautiful little pocket pass by Wendell Green Junior. Gohas heal hit A3 from way beyond the arc back-to-back three-point.,No action,0,0
Winter weight? No. Where Alabama head coach Nate Oates had talked about his team.,No action,0,0
"Next stop, automatic switch. Jackson shutting down them hard so no go. Kept his dribble.",No action,0,0
"Remember, Bill Self and his staff became enamored of this kid after a great NCAA tournament run.",No action,0,0
It's Steph Smith on Durham. That's a foul and it's called that's.,No action,0,0
It's important to have your guards come back in and help on the glass. There's the step pack for Jackson.,No action,0,0
Great recovery. It's what makes it go. I think it's what makes a guy like Eagle wife almost in a way.,No action,0,0
7. Decided by 5:00 or less. That tells a big story. Matthews for three. It's good. Just his 10th three of the year.,No action,0,0
"Only true post player at 7 feet that that, that, that's a big loss. So they they're doing a nice job. The guys in white of gang rebounding, especially on the defensive end.",No action,0,0
"And maybe he's being punished from that, but if you watched him play his, his defensive ability on and off the ball is great. Shandrick to the rim off the feed from Gardner.",No action,0,0
"So far in this game and really in all the conference play, they've been really good in all those other areas offensively.",No action,0,0
"And really stepping up in the absence of Bryce Aiken, now Mohammed has it swatted away by Obeagu. That's #5 for the seven footer.",No action,0,0
"Have come by an average of 6 points, and other than that South Carolina loss, they were the underdogs and but you're still trying to figure out exactly how serious to take them.",No action,0,0
"They are perfect position. He hit three of those on Saturday, went for 20 in the Texas A&M win. This is Shaquille Moore. You know, he has started to fill it up a little bit as well. He goes for more than 10 points per game.",No action,0,0
"Be 50 to 50 upper 50s to 60 possession game here. Kihei Clark got Makai Ashton Langford flying, Beekman misses in close and BC the rebound.",No action,0,0
"Just continuing the excellence of this game and the respect for this game. It's just a beautiful, beautiful thing. Celebrating it all month long, 22 games and you.",No action,0,0
The Nice move up top getting downhill and you're forced to help and you have shooters around you. Ohh thank God with another swat.,No action,0,0
Friends and and competes with those guys. Speaking of big man Francisco Caffaro.,No action,0,0
"Whether it's a foul, listen you you can't be afraid to get your shot blocked against the seven footer, or you will. Offensive foul moving screen gives it back to Georgetown.",No action,0,0
"Three players hit the deck, two Cardinals on the other end, Ellis trying to shred the knee and a whistle on the play. 117 left.",No action,0,0
"Mistake by manic backing up when a guy that's shooting the basketball is hot. SLL, as has Davis and bankrolling the fox.",No action,0,0
"He was just unable to finish it, but him attacking is gonna be their best case scenario. They're not fouling. Well, you actually don't have to found the Ellis comes away with the theft and he will let it in.",No action,0,0
And no call now Shackleford into traffic. Kessler affects it. This is a big time run out of an off the back.,No action,0,0
"Greg McDermott loves the way Alexander plays. All I saw early here, tough shot again.",No action,0,0
"It's Durham to inbound, over to Maniac, who will now try to get it in back to Durham. Nicely done by the Friars. And there's the foul by Mathis.",No action,0,0
"12 days and trying to get their timing back, putting guys in situations to be successful that haven't played that many minutes and so far, man, they've answered the bell.",No action,0,0
Now warm up the other end. Bounces it off that backboard and ball. He was looking for a call on that possession. Didn't get it.,No action,0,0
Nine point margin Zachary driving on Shedrick offensive foul.,No action,0,0
Hope these teams to play physical on both ends of the floor on both Davis and Bankot with four. Love with a 3 and a nice way to start the overtime from North Carolina.,No action,0,0
Make sure you get the spacing. Block long one. Carolina crashing the glass.,No action,0,0
"To take everybody's best shot, you don't come to Kansas unless you're prepared. To be the villain on the road. And more often than not, they get the job done. They're.",No action,0,0
"They, they they don't mind Willie taking the pollies. The guy, they gotta be careful of what he's on. Here's call with 10. That shot alter, and here comes Alex O'Connell.",No action,0,0
"Pass, Martin. Rebound to the Husky. He's got a foul though Paluma.",No action,0,0
The battle I got 20 fresh ones. Cambridge look out that that hit every.,No action,0,0
"The scramble for it and the Jays somehow come out with it, that numbers. Hawkins. Alexander puts it back.",No action,0,0
"For Texas. No, but they're gonna have to defensive rebound. See the trancers for Texas Tech.",No action,0,0
Williams.,No action,0,0
A really nice set offensively though. Hawkins laid on the floor. Does he gambled at the other end?,No action,0,0
Not a whistle away from the ball and it's gonna go against St. John's and Joel Soriano.,No action,0,0
"You can't really stepped up their defense, though. Lot of energy, always in the right spot. Big spot for Keyshawn Feazell and the foul? He's on the floor.",No action,0,0
I believe Jackson might have gotten a piece of it. Tries again from deeper this time and rice is good.,No action,0,0
"And secretive double figures scoring games coming in tonight that's off the right side from Lauren Suzanne. Bryson Williams, who may be one of the most underrated players in this.",No action,0,0
"Call there. I mean there. There's nothing that they got did to affect Curry. Curry swipes the basketball out of bounds and fall. Medics been a hot hand, but I missed there.",No action,0,0
"Providence had 18 turnovers in the first meeting. Between these two, Matthews tied up Russo rather tied up. Good defense down low.",No action,0,0
"They've been a whole bunch of trouble. Without his 13, he's got half of Alabama's points. It stays A7 point game contact out top. That leads to a shot number green, like so many of the other recent guards that have had success with Pearl. Not afraid.",No action,0,0
"Behind the back, Davison's wide open and that's off continuing a miserable night for him.",No action,0,0
"And now, less than 10 to shoot for tomorrow, Langford blew a tire, rod Gardner shot, clock winding down. Carnick forced into a tough one, and he banks it in.",No action,0,0
"For the Bulldogs back in the early 90s, Frank Martin said yesterday. You know I did. I did a mini celebration. When he went to UNC, I was happy he wasn't gonna be the SEC.",No action,0,0
"Open three from the corner. After that, time for Randy Long, rebound rundown.",No action,0,0
"When today you get to 14 and seven, you'd be five and three in league play. That's that's among the top five.",No action,0,0
Call. Brenner waited. They play on.,No action,0,0
"In the post, those guys offensively been really inconsistent. Driving a bucket from Willie Wilson.",No action,0,0
"Frank didn't use it in the first half, so they, you know much. They talked about it at halftime, you know, putting his back pocket for the second-half, but. See what happens on this? Yeah, sometimes you gotta jump up and make a shot.",No action,0,0
We're nearly midway through the second-half. Just a great stat. Zachary good. Hands on Clark. So a couple Virginia turnovers and BC trying to whittle it down.,No action,0,0
"Up top, deflect them down low. Wendell Green left wide open. That's too strong. Walker Kessler has it. How about the big fella going down amongst the shacklefords and quarterlies to keep?",No action,0,0
"You come with one time out left, go to the rim, another giveaway and Alexander I believe.",No action,0,0
"Open shot they got was in halftime warmups Darius miles trying to be opinion against Jabari Smith, and it worked that time.",No action,0,0
Chandler will try to push it.,No action,0,0
Looked like this tonight. Both teams played a slow tempo. You expect this to be low scoring. You get out. Play good to have for defense. Mccullar missed the Bunny Obanner.,No action,0,0
"A lot of energy, always in the right spot. Big spot for Keyshawn Feazell and the foul.",No action,0,0
"Or they didn't take too many shots there combined O of 6. Here is Stevenson. He's the marksman for this team, the Washington train.",No action,0,0
"One point on that possession, balls have been scoring 1.2 points per possession. That is a monster number. So when indeed Taylor high off the glass and he's going to the line.",No action,0,0
"It's been a fantastic season for the volunteers. Yeah, you'll take a four seed more times than not, right? Here's Gordon for three. He left it short.",No action,0,0
12 It's an 11 nothing Mississippi state-run. The really good defensive play by Anderson. Garcia is at second defender to come in and knock the ball away on the last possession.,No action,0,0
Santos Silva or packet pass Pancho had it taken away by Brock Cunningham.,No action,0,0
"Coach McDermott not happy with your attitude? Just one of those games, right when 19. Up 17, they got 19 in a row. Nice counter.",No action,0,0
"That's nice. Coleman lands not that time. What an offensive rebound, but Christian Brown called for the push off.",No action,0,0
"Saw on the left. Iverson Molinar made that huge leap from freshman to sophomore season, and he's gotten better this year. It's difficult to.",No action,0,0
"That was partially black, but they should keeping it alive for the horns. Spinning goes to the baseline, shoots nothing there, batted around by cutting hair that never hit the rim.",No action,0,0
Whatever. It's easy to say and sometimes harder to do. And an offensive foul.,No action,0,0
I think he double dribble. Here's the turnover. Two on one bracket 2.,No action,0,0
"He was looking for a call on that possession. Didn't get it. If I'm lol, I'm going to work. That was partially blocked there by Davis. He got his fingertips on it.",No action,0,0
"Shackleford looks in the corner. He finds Miles, who launches, then hits the side of the backboard. But they've had a couple of empty trips. They could have the lead right now, and Benny Yako with the body sends green to the floor.",No action,0,0
6 Foot 8 senior out of Australia shedrick on the short roll they rolled off.,No action,0,0
Mr Garcia Garcia again the 611 sophomore with 26 against Purdue at 20 against Furman.,No action,0,0
"But he dragged the defense and Gurley was wide open. Good pass, yeah, cast her down low and a flush.",No action,0,0
Now you gotta start launching threes if you Boston College. Ashton Langford committed to 8.,No action,0,0
Should I go with a nice little duck in? They don't go to him now.,No action,0,0
"The car has been playing with two fouls for a while, picked up two early ones, a little fade away off the front rim.",No action,0,0
"Green. He is an excellent layup maker at his size. Girly, watch out, that's blocked from behind. But they're gonna.",No action,0,0
And try to keep the ball in front of them. Last shot at the half coming up. Brockington has it in his hands. Can't knock it down.,No action,0,0
And I'm searching for a charge in sitcom which sticks with it and banks it in.,No action,0,0
You think you can stay in front of primarily go ahead and and Jasper is a heck of a defender but he couldn't do it. Flanagan working on Ellis. They're gonna get him beforehand.,No action,0,0
"Back out, ask you. Passes up to three, gives it to car. Car in the lane, penetrates, tried to kiss. Not there.",No action,0,0
"Right out of that chance at the rebound, using that big frame, dozen points, 10 rebounds for the big man out of Norfolk, here comes Tyrese Hunter. He'll take it himself and go off the window.",No action,0,0
"Little surprise, Brooks is back in, aren't you? There is Reese. He could fix it. Brooks checked out at about the 5 1/2 minute mark.",No action,0,0
Car from the left elbow.,No action,0,0
"But call one of them. I guess Ellis can't hit there, batted around. Love comes away with it and they foul him with 5.5.",No action,0,0
Iowa State hasn't scored in over 4 minutes. Now Coleman. Offensive foul and George Condit took the worst of that.,No action,0,0
"Zone going on here. Gotta communicate in that if you're Seton Hall shot, clock winding down, Harris in and out in matumbo with the tip slam.",No action,0,0
"Kamwa with T1 and that was halfway home. You know, vestibule. We got a 3 point shooting contest going on today.",No action,0,0
Call. Jack is that rebound. Sanogo.,No action,0,0
And the Cyclones are running out of precious time. Under 3 minutes to go and down 14 they're.,No action,0,0
"Now another freshman, KJ Adams #24 and blew on for Bill Self. Here's Kelcher too strong.",No action,0,0
"Tennessee got off 18 three-point attempts, 7 makes in the first half, just one or two in this. So they're closing out stronger, harder.",No action,0,0
"Baker was a huge part of that love that's gonna be a block out of the sky by Withers. Here's Davis. Yes, that's triple.",No action,0,0
Rodan off the dribble? No. Tyrese Samuel rejected that time by Matumbo knocked out of bounds Georgetown basketball.,No action,0,0
Harris working on Jackson. Now tend to shoot. Brown had his pocket.,No action,0,0
Alexander pokes it away. Durham recovers. Manaya for three.,No action,0,0
"He said. Finally, one of the other coaches said, hey man, you sure you wanna be sharing all this stuff? And Bob Knight's response was, yeah, I don't mind. Here's Hefner, he goes, I can show you what to do, but nobody can do it as well as I can. That's a confident man.",No action,0,0
"One of the top surprise teams this year. Why is that? Well, new coach, and not that they didn't have talent, this guy's Got Talent.",No action,0,0
"Mean when he scored. Consistently scoring and they're just, it is difficult to to defend. He's got 94, Virginia.",No action,0,0
Is to. Shut that streak up in a sense. One in one.,No action,0,0
"5 minutes to. I think it's a great time to try and get champagne involved. Soriano, turn around. No good. The follow and foul.",No action,0,0
Ohh tried to go over the top and said someone by Coleman and Quinton Jackson with the flush.,No action,0,0
"Brockington that one short gets his own rebound. Ohh can't throw it down on the follow. He tried to dunk it, didn't have the elevation and.",No action,0,0
They make just enough threes to keep you honest. Well on the glass right there again. The offensive rebound went down to Brooks. He missed. Ball stays here with South Carolina. 4:50 to go and.,No action,0,0
Trying to close out the season strong that needs those games to. Extend this streak getting to the tourney.,No action,0,0
"Alexander pushes up ahead, Alexander to Wheeler in the corner. Yes.",No action,0,0
"And this is as loud as we've heard it tonight. Four to shoot, Watson turned around and he is fouled by Soriano.",No action,0,0
Brockington off the mark. Smallest guy on the floor. Yesufu grabs the rebound.,No action,0,0
McCormick lost it five straight KSU turnovers.,No action,0,0
You see how much better St. John's has been more efficient here in the second-half? Give it up here. Find them three on 2 Watson. Fans wanted to travel they don't get.,No action,0,0
"And Yukon, one of the best rebounding teams not just in the Big East but nationally, not giving those second possessions. Alexander and to cook a cook with the board nobody got available.",No action,0,0
"Four point game with 3.8 left now you just got enough foul Alexander at mid court, he'll Chuck one up at the horn no good, and the Friars do it again. Six in a row with the Red Coolies Club.",No action,0,0
Gordon gets one off quick.,No action,0,0
"Dead when it comes to Zebra Cockington, 10 points, 4 rebounds for the leading scorer for the Cyclones.",No action,0,0
"Andy Davidson is back in the game. Miles challenges Smith. He blocks the shot, and then he gets fouled.",No action,0,0
"Rojas, also back into game through Alabama, will step up stream by Kessler Johnson High of Iraq, and he banged it off the backboard. Challenge Davidson.",No action,0,0
Zachary has to be the guy with this lineup on the floor to get going. The other guys are more drivers. They lost. Franklin makes them pay. He can answer the bill.,No action,0,0
"Now, we've seen a lot of minutes here in the first half. Tough pass. Alexander is foul.",No action,0,0
Two best coaches he ever learned from when it came to offensive basketball. Dean Smith on one end of Bobby Knight on the other. And he said of course Knight's thing was.,No action,0,0
"To keep him on the floor, you know, sometimes you can say, alright, I might get beat off the dribble, I got him back there. But you, you always have to keep him in the game. If if you know what I mean, you can.",No action,0,0
The final few seconds tick off Virginia wins it 6755 over Boston College.,No action,0,0
"Now, Jay Davis picked up his second foul a moment ago, by the way, for Carolina. Gray Davis lost it to RJ Davis.",No action,0,0
"I love the patience Seaton Hall is showing, though. Kale rejected by matumbo. That is just a great athletic play. And Georgetown again. There it is.",No action,0,0
"Here's Kalcher, the transfer from Minnesota. Seven on the shot clock. Good defense by Kansas. Great steal. What a steal. A little poke away by Juan Harris.",No action,0,0
"Averaging 8, the crowd behind us yelling put a body on somebody. There is no body for Armando Bacot. Tell us again. Bacon tears away the rebound.",No action,0,0
"It's a live friend. Let's take a little hoop scoop. Look at Christian Brown, who's got basketball in his DNA. Yes, he does. Mom, dad, they were all, many of them stars at me.",No action,0,0
"Virginia by 9 first three minutes, second-half. Here's cafaro. Great job by Carnic not giving ground, pushing him off.",No action,0,0
"OK, Ashton Langford got caught in the air and it's a BBC turnover.",No action,0,0
"Now listen, hustle it up on the drive scoop and Curry can't hit at the end and that's your final it overtime. North Carolina wins it 90 to 83.",No action,0,0
"They'll double anywhere on the floor, almost Williams fade away.",No action,0,0
"Will also streaming live on the ESPN app. Second guy around again, molinar just didn't go.",No action,0,0
Figures. Both bigs have been great. I think.,No action,0,0
"Doesn't get a touch here, but they do get it in the paint. Fulkerson with the rebound after the missed by Clinton Jackson Jackson gets taken down in the open floor. Ziegler shook up and buries the three, and the fan favorite has the balls on an 11 nothing run.",No action,0,0
Love all the way through and lots of Iron Man. It bounces away. Cross. Good fight.,No action,0,0
"I'm all in with bully, man. That's you telling me that's one of the best mascots and yeah, one of the best mascots in in college right there now.",No action,0,0
"But these last five, six games, he's been their second best player, actually, with champagne not playing that role. Now we with the flush.",No action,0,0
"Listen, the coaches can call plays, but but as players you have to go out there and now use your, you know, use your creativity if that play is stopped and he's one of those guys.",No action,0,0
Viability dominating the scoring. It's been balanced offense for Kansas tonight. Condit grabs the offensive board. Under a minute to go.,No action,0,0
Here's McCormick good cut a laser sharp pass to Wilson underneath. That ball got loose and Caleb Grill fell asleep in a good cut by Jalen Wilson.,No action,0,0
"And Panama City, Panama. Who's the best NBA player to ever come out of Panama City? Panama. I'll give you a second to think about it. You know who you got. This is Carter now streaking in. Got it.",No action,0,0
"All down and rich, I think UConn beat them and.",No action,0,0
"Now they're moving the ball well. You just have to be able to finish a little bit stronger. No real go to guy Late clock on the floor right now. Now, now they're one for their last eleven, Donnie 3 minute scoring drought nearly.",No action,0,0
"For tonight. They're doing just that, as Quinerly uses bediako screen to throw off one that comes up way short. It's a tough shot.",No action,0,0
"9 of 15 in this second-half for Texas A&M, the Aggies have been extremely efficient in the half court offense. , fading right over the top of Henderson.",No action,0,0
"This isn't working. Let's move a different direction and being able to come up with a number that said buy out that's agreeable to both side, both parties.",No action,0,0
"You know, you and I have seen, I mean, we saw Rick Ron Evans missing the game against Florida State months after his brother passed. Women knocked down A3. To add to the tab for the parts.",No action,0,0
"He's at 38% behind the arc over the last six pressure defense by Tennessee. Vescovi got his hands on it, Chandler credited with this deal. Here's the push ahead and James with two hands flushes it down.",No action,0,0
Not scoring. The car.,No action,0,0
"Brockington. Now Hunter for three. That's not his specialty, and it's off the mark.",No action,0,0
For their first six. Arms fines or banner?,No action,0,0
"Anyone got a lot of clouds called, but I never found anybody, so I I know why he's upset. No blood, no. Foul, no.",No action,0,0
"Well, they are pushing the pace. Nice scale. And no stoppages, Jackson, and the putbacks there for Whaley goodness.",No action,0,0
"Armando Bacot at 22 rebounds, there's not been a better, better player as far as numbers and consistent production because there's #7. Yep.",No action,0,0
"Alexander stepped back. Three. Forkner Tips it, Reeves had it, and out of bounds to the fryers.",No action,0,0
"This would be a dead ball turnover, but nonetheless you don't get an opportunity to put points on the board. Ellis backs up beyond the three.",No action,0,0
"He is likely to sit the rest of the hat. Folkerson got tied up somehow, went on the ground though travel, and it turns into an assist from his backside.",No action,0,0
"And brown? Another rebound where? Remember that three by Yesufu, because that could be a game changer. Here's Wilson. And that's where Jalen Wilson is at his most dangerous.",No action,0,0
"Usually a correlation between that extra time and your productivity, well, it just shows so much when you see guys spending time outside of practice when you get to this point in the season.",No action,0,0
Wall was one power dribble drop step away from getting maybe an M1 opportunity. Like to see him more aggressive down low. You know what the name of that last play was?,No action,0,0
"Manic, really good beyond the three-point line. A touch for bacon on the low block. And they defend him very tough.",No action,0,0
"116 of the second-half we'll talk about. Whether he will go one or two or three. Under green Mr 3, there's gonna be a foul down on this end.",No action,0,0
Ohaus has a mismatch and he goes to the hole with it now with kick and Shackleford. A high arching 3 knocks it down.,No action,0,0
"Will be before the game, I told Ellis to show me something. I was talking about a Duncan the layup lines, but he must have been talking about for three on right back Gannon, Brady Mannix sticks at three.",No action,0,0
Five to shoot. Brown gonna try it himself. Left hand off the window. What a kiss by Christian Brown.,No action,0,0
You talk about wanting Seton Hall to move the ball more. That's one thing that Kevin Willard said was a positive of having a full week of practice as you see a 3 go down for Jackson.,No action,0,0
"And you know how many? Not just sneaker heads, but basketball junkies are looking for that gear right now. Ohh yeah, myself included. Look.",No action,0,0
"He had missed a couple of games earlier in the season because of a concussion. They're not exactly sure if he's coming back. Yeah, and when you consider the fact that North Carolina doesn't have much depth up front, they've got great two post players.",No action,0,0
That's what they're looking. They like this isolation on the free throw line there from Anaya.,No action,0,0
You're gonna have to beat him with the dribble cause they are hugging. O'Connell lost it.,No action,0,0
Tips around? And it's Feverous who eventually.,No action,0,0
"And again, without Tolou Smith having to log a lot of minutes right now at that five spot. His final year? Playing for not just Ben Halen, but his father George.",No action,0,0
"Behind the back, Davison's wide open and that's off. Continuing a miserable night for him. It's loose on the floor and here comes Flanagan. He's got three with him. Katie Johnson, ball. Fig 3 buries it.",No action,0,0
"You know it should. Mississippi State, hang on, let's go back to a point you just brought up. They'll get to 5 and three in league play, Steven said, looking for his first triple. He still is empty from beyond the Ark.",No action,0,0
Cross. Good fight. He won it. Williamson they've got some numbers. Here's Ellis to pull up and draws a much needed triple big bucket.,No action,0,0
"Three jobs. Scooped up off the floor. By arms. And here comes McAllen. He's got Shannon ahead of the field, but.",No action,0,0
"They get a lot of time this year, but I love the way he plays and remember they've had good guards from North Carolina.",No action,0,0
"The dove. Nobody relocated. How you finished, as you can't leave him alone with that kind of a look. Very lucky.",No action,0,0
"They have forced BC into 10 turnovers and kept the Eagles to 35% shooting. Really surprised with their ability to force BC to turn it over you. BC usually doesn't turn it over as much, but.",No action,0,0
"Let's see if champagne now can answer on the other end. Top fade aways, no good offensive rebound. St. Johns Wheeler, back up and in.",No action,0,0
Made it out for Santos Silva.,No action,0,0
"Shackleford and hop step. That's not a foul. OK, they got it.",No action,0,0
Cafaro's calling for it. Really wants to turn over that left shoulder and get that hook right there and he does great job.,No action,0,0
"Kevin South Carolina has two guys coming in this game in double figures, James Reese and Stevenson. That they don't have enough offense, I don't think without those two guys getting going and on cue, James Reese again.",No action,0,0
Carolina the top rebounding team in the ACC. They're #3 in scoring. Their number 3IN field goal percentage.,No action,0,0
"It was, you know, it was segregated. So that's why they called him the black fives because the game initially was called, it wasn't called basketball, it was called the fives. Let's play fives.",No action,0,0
"Playing Madison Square Garden over here now, you don't wanna play in here. I'll be blessed to win. I only played in one that we did win one every other.",No action,0,0
"With Miami coming to town right here on CNN, with Miami at eight and two in conference action.",No action,0,0
Get off this ball screen and attack. Get a piece of the paint. All of a sudden you're bringing help like that. Help commence Casa wide open.,No action,0,0
The A&M team that came from behind to beat Missouri late in a game on the road to the Yankees have another cutback stolen away by Wade Taylor. You know he's gonna shoot.,No action,0,0
"Not a terrific 3 point shooter to say the least, Roden, but he still has to take those shots if he's open. Harris. No, he go. FA last touched it and it's out about.",No action,0,0
State their leading rebounder. He's missing his third straight game after he partially dislocated his left kneecap on the 22nd against Ole Miss.,No action,0,0
Warren elects to shoot at three. That's well off the left side. Santos Silva. Back to Warren and.,No action,0,0
And it's thrown right to Quentin Jackson. You just gotta understand time and score. That's gonna drive Rick Barnes crazy for Kennedy Chandler.,No action,0,0
"That's a bad sign of this team forces 17 in game. They scored 19 points in game off Turnal turns 3 off the mark, tipped around and secured by Soriano.",No action,0,0
Come on Gary doing a good job early on against Jabari Smith that he OHKO challenging fester. You can see that's trying to get him to pick up his second foul.,No action,0,0
"It's Kyle off the screen, in and out.",No action,0,0
Second easy opportunity he's missed tonight hit a couple of triples in the first half. Brockington. All he needs is a little space.,No action,0,0
Out of the pack? Here comes Faulkner with it. And readings will be filed from behind file before the shot.,No action,0,0
His West. Gives it off. Samuelson can't hit.,No action,0,0
"One out of two to start. You know South Carolina really good at running their two shooters, Stevenson and Reese, to the corner, deep corner in transition.",No action,0,0
90 seconds left yetna all kinds of contact.,No action,0,0
Jones fires a pass. Cunningham. Quick shot. And then he commits the foul.,No action,0,0
"In the Sanogo again, they're riding the Sanogo train well, I thought they do that earlier in the game, but it was too frenetic.",No action,0,0
